Transaction ID,Customer ID,Purchase Date,Product Category,Quantity,Price,Payment Method,Location
6055,367,2023-08-09 09:18:11.989198920,Electronics,5,476.81,Digital Payment,Store A
6056,1295,2023-08-09 10:10:37.263726372,Clothing,2,252.02,Digital Payment,Store A
6057,644,2023-08-09 11:03:02.538253824,Groceries,4,381.46,Credit Card,Store B
6058,1629,2023-08-09 11:55:27.812781276,Groceries,7,264.8,Digital Payment,Store C
6059,379,2023-08-09 12:47:53.087308728,Furniture,6,39.39,Digital Payment,Store B
6060,73,2023-08-09 13:40:18.361836184,Clothing,7,166.43,Credit Card,Store B
6061,1947,2023-08-09 14:32:43.636363636,Electronics,5,48.31,Cash,Store C
6062,1946,2023-08-09 15:25:08.910891088,Electronics,2,494.5,Digital Payment,Store C
6063,915,2023-08-09 16:17:34.185418540,Furniture,8,118.37,Cash,Store A
6064,1272,2023-08-09 17:09:59.459945992,Furniture,2,319.77,Cash,Store A
6065,860,2023-08-09 18:02:24.734473448,Electronics,8,145.75,Cash,Store C
6066,1809,2023-08-09 18:54:50.009000900,Electronics,7,328.36,Credit Card,Store A
6067,43,2023-08-09 19:47:15.283528352,Clothing,3,109.15,Cash,Store D
6068,377,2023-08-09 20:39:40.558055804,Furniture,4,393.71,Digital Payment,Store A
6069,1065,2023-08-09 21:32:05.832583256,Clothing,7,59.85,Cash,Store C
6070,170,2023-08-09 22:24:31.107110712,Electronics,4,448.1,Cash,Store B
6071,1970,2023-08-09 23:16:56.381638164,Toys,9,421.01,Cash,Store C
6072,212,2023-08-10 00:09:21.656165616,Toys,7,341.01,Digital Payment,Store C
6073,1517,2023-08-10 01:01:46.930693068,Electronics,1,38.37,Cash,Store B
6074,1704,2023-08-10 01:54:12.205220520,Furniture,1,108.24,Cash,Store D
6075,39,2023-08-10 02:46:37.479747972,Toys,4,430.38,Cash,Store A
6076,369,2023-08-10 03:39:02.754275428,Furniture,9,65.38,Credit Card,Store D
6077,757,2023-08-10 04:31:28.028802880,Toys,4,82.19,Digital Payment,Store B
6078,151,2023-08-10 05:23:53.303330332,Furniture,5,274.28,Credit Card,Store D
6079,1135,2023-08-10 06:16:18.577857784,Toys,1,140.72,Digital Payment,Store B
6080,1504,2023-08-10 07:08:43.852385236,Furniture,2,114.93,Cash,Store C
6081,1460,2023-08-10 08:01:09.126912692,Clothing,4,290.03,Digital Payment,Store D
6082,1071,2023-08-10 08:53:34.401440144,Furniture,4,189.43,Digital Payment,Store A
6083,1024,2023-08-10 09:45:59.675967596,Clothing,6,74.58,Digital Payment,Store A
6084,1599,2023-08-10 10:38:24.950495048,Clothing,6,269.75,Digital Payment,Store B
6085,737,2023-08-10 11:30:50.225022500,Electronics,8,196.57,Credit Card,Store C
6086,1390,2023-08-10 12:23:15.499549956,Clothing,9,368.59,Digital Payment,Store D
6087,69,2023-08-10 13:15:40.774077408,Groceries,1,55.86,Credit Card,Store D
6088,299,2023-08-10 14:08:06.048604860,Clothing,1,312.2,Credit Card,Store B
6089,944,2023-08-10 15:00:31.323132312,Furniture,6,221.06,Cash,Store D
6090,802,2023-08-10 15:52:56.597659764,Clothing,4,206.0,Digital Payment,Store A
6091,296,2023-08-10 16:45:21.872187216,Furniture,4,119.98,Cash,Store A
6092,203,2023-08-10 17:37:47.146714672,Furniture,1,20.06,Digital Payment,Store D
6093,61,2023-08-10 18:30:12.421242124,Groceries,9,424.61,Credit Card,Store D
6094,946,2023-08-10 19:22:37.695769576,Clothing,3,166.57,Credit Card,Store C
6095,963,2023-08-10 20:15:02.970297028,Clothing,5,342.14,Credit Card,Store C
6096,1854,2023-08-10 21:07:28.244824480,Toys,1,474.06,Digital Payment,Store D
6097,1338,2023-08-10 21:59:53.519351936,Toys,8,284.67,Digital Payment,Store D
6098,1185,2023-08-10 22:52:18.793879388,Electronics,3,201.59,Digital Payment,Store B
6099,331,2023-08-10 23:44:44.068406840,Furniture,1,137.8,Digital Payment,Store C
6100,1552,2023-08-11 00:37:09.342934292,Groceries,6,467.35,Digital Payment,Store D
6101,338,2023-08-11 01:29:34.617461744,Toys,1,342.63,Cash,Store B
6102,1630,2023-08-11 02:21:59.891989196,Clothing,3,334.31,Digital Payment,Store C
6103,1328,2023-08-11 03:14:25.166516652,Electronics,5,215.95,Cash,Store B
6104,1527,2023-08-11 04:06:50.441044104,Groceries,4,423.3,Digital Payment,Store D
6105,1674,2023-08-11 04:59:15.715571556,Clothing,7,358.27,Digital Payment,Store A
6106,1362,2023-08-11 05:51:40.990099008,Clothing,6,145.18,Digital Payment,Store A
6107,1574,2023-08-11 06:44:06.264626460,Furniture,3,301.79,Digital Payment,Store A
6108,639,2023-08-11 07:36:31.539153916,Furniture,8,217.95,Credit Card,Store A
6109,275,2023-08-11 08:28:56.813681368,Toys,8,8.26,Credit Card,Store D
6110,1188,2023-08-11 09:21:22.088208820,Toys,2,404.77,Cash,Store A
6111,1467,2023-08-11 10:13:47.362736272,Clothing,7,65.8,Cash,Store A
6112,319,2023-08-11 11:06:12.637263724,Clothing,1,257.43,Digital Payment,Store D
6113,589,2023-08-11 11:58:37.911791180,Toys,2,171.43,Digital Payment,Store C
6114,504,2023-08-11 12:51:03.186318632,Toys,8,174.33,Digital Payment,Store C
6115,1710,2023-08-11 13:43:28.460846084,Clothing,1,241.3,Digital Payment,Store C
6116,387,2023-08-11 14:35:53.735373536,Groceries,2,498.53,Credit Card,Store B
6117,1994,2023-08-11 15:28:19.009900988,Clothing,1,207.15,Cash,Store C
6118,870,2023-08-11 16:20:44.284428440,Groceries,5,95.25,Cash,Store D
6119,833,2023-08-11 17:13:09.558955896,Groceries,7,308.74,Cash,Store C
6120,1015,2023-08-11 18:05:34.833483348,Clothing,6,121.96,Credit Card,Store B
6121,1912,2023-08-11 18:58:00.108010800,Electronics,6,57.25,Digital Payment,Store B
6122,603,2023-08-11 19:50:25.382538252,Toys,6,29.84,Credit Card,Store A
6123,1774,2023-08-11 20:42:50.657065704,Furniture,8,16.33,Credit Card,Store D
6124,1800,2023-08-11 21:35:15.931593160,Clothing,5,218.43,Cash,Store C
6125,691,2023-08-11 22:27:41.206120612,Groceries,7,216.23,Credit Card,Store C
6126,494,2023-08-11 23:20:06.480648064,Clothing,3,96.84,Cash,Store D
6127,490,2023-08-12 00:12:31.755175516,Toys,9,393.09,Credit Card,Store D
6128,721,2023-08-12 01:04:57.029702968,Groceries,3,68.99,Cash,Store D
6129,1097,2023-08-12 01:57:22.304230424,Furniture,6,458.08,Cash,Store D
6130,509,2023-08-12 02:49:47.578757876,Furniture,3,295.85,Digital Payment,Store D
6131,390,2023-08-12 03:42:12.853285328,Furniture,1,18.67,Cash,Store D
6132,1643,2023-08-12 04:34:38.127812780,Electronics,1,481.67,Credit Card,Store D
6133,1881,2023-08-12 05:27:03.402340232,Groceries,3,157.43,Cash,Store B
6134,295,2023-08-12 06:19:28.676867684,Groceries,4,227.74,Credit Card,Store A
6135,1393,2023-08-12 07:11:53.951395140,Electronics,2,145.71,Cash,Store C
6136,1980,2023-08-12 08:04:19.225922592,Groceries,9,365.57,Digital Payment,Store B
6137,796,2023-08-12 08:56:44.500450044,Electronics,8,245.41,Digital Payment,Store B
6138,865,2023-08-12 09:49:09.774977496,Clothing,3,70.52,Credit Card,Store C
6139,1718,2023-08-12 10:41:35.049504948,Toys,7,56.58,Cash,Store B
6140,549,2023-08-12 11:34:00.324032404,Furniture,4,364.06,Credit Card,Store D
6141,649,2023-08-12 12:26:25.598559856,Electronics,5,122.36,Digital Payment,Store B
6142,1874,2023-08-12 13:18:50.873087308,Electronics,4,73.21,Credit Card,Store C
6143,568,2023-08-12 14:11:16.147614760,Electronics,9,252.22,Credit Card,Store A
6144,1211,2023-08-12 15:03:41.422142212,Clothing,7,402.37,Cash,Store C
6145,853,2023-08-12 15:56:06.696669664,Electronics,4,143.0,Digital Payment,Store A
6146,770,2023-08-12 16:48:31.971197120,Toys,8,141.83,Digital Payment,Store D
6147,445,2023-08-12 17:40:57.245724572,Toys,2,417.77,Cash,Store B
6148,1594,2023-08-12 18:33:22.520252024,Furniture,7,78.18,Cash,Store C
6149,363,2023-08-12 19:25:47.794779476,Clothing,1,310.28,Cash,Store C
6150,123,2023-08-12 20:18:13.069306928,Toys,8,477.73,Digital Payment,Store A
6151,1212,2023-08-12 21:10:38.343834384,Groceries,6,421.45,Digital Payment,Store B
6152,742,2023-08-12 22:03:03.618361836,Groceries,5,35.6,Cash,Store C
6153,680,2023-08-12 22:55:28.892889288,Groceries,9,163.36,Credit Card,Store C
6154,420,2023-08-12 23:47:54.167416740,Electronics,9,75.48,Digital Payment,Store B
6155,1650,2023-08-13 00:40:19.441944192,Electronics,3,474.87,Cash,Store D
6156,1276,2023-08-13 01:32:44.716471648,Groceries,9,493.04,Cash,Store A
6157,1643,2023-08-13 02:25:09.990999100,Furniture,9,121.32,Credit Card,Store C
6158,1573,2023-08-13 03:17:35.265526552,Furniture,2,336.5,Cash,Store B
6159,1359,2023-08-13 04:10:00.540054004,Electronics,5,421.61,Credit Card,Store D
6160,92,2023-08-13 05:02:25.814581456,Groceries,2,120.67,Credit Card,Store C
6161,1554,2023-08-13 05:54:51.089108908,Furniture,1,97.9,Digital Payment,Store D
6162,1890,2023-08-13 06:47:16.363636364,Electronics,7,10.55,Cash,Store C
6163,63,2023-08-13 07:39:41.638163816,Groceries,4,208.92,Digital Payment,Store C
6164,1686,2023-08-13 08:32:06.912691268,Clothing,5,450.22,Digital Payment,Store D
6165,512,2023-08-13 09:24:32.187218720,Groceries,4,451.97,Digital Payment,Store A
6166,1163,2023-08-13 10:16:57.461746172,Groceries,6,68.23,Cash,Store D
6167,1722,2023-08-13 11:09:22.736273628,Toys,2,106.15,Cash,Store B
6168,1209,2023-08-13 12:01:48.010801080,Toys,8,206.98,Cash,Store C
6169,1229,2023-08-13 12:54:13.285328532,Clothing,4,391.41,Digital Payment,Store D
6170,772,2023-08-13 13:46:38.559855984,Clothing,8,307.87,Credit Card,Store D
6171,1238,2023-08-13 14:39:03.834383436,Groceries,3,259.36,Digital Payment,Store C
6172,256,2023-08-13 15:31:29.108910892,Furniture,5,298.01,Credit Card,Store C
6173,135,2023-08-13 16:23:54.383438344,Clothing,3,52.62,Cash,Store D
6174,1597,2023-08-13 17:16:19.657965796,Groceries,7,241.44,Cash,Store A
6175,875,2023-08-13 18:08:44.932493248,Electronics,3,496.07,Digital Payment,Store C
6176,822,2023-08-13 19:01:10.207020700,Toys,8,48.78,Credit Card,Store D
6177,88,2023-08-13 19:53:35.481548152,Furniture,9,262.03,Cash,Store B
6178,1860,2023-08-13 20:46:00.756075608,Groceries,2,151.35,Cash,Store A
6179,988,2023-08-13 21:38:26.030603060,Electronics,3,272.26,Digital Payment,Store B
6180,1231,2023-08-13 22:30:51.305130512,Toys,7,289.04,Digital Payment,Store C
6181,1153,2023-08-13 23:23:16.579657964,Electronics,5,290.85,Digital Payment,Store C
6182,823,2023-08-14 00:15:41.854185416,Groceries,7,426.84,Credit Card,Store A
6183,1027,2023-08-14 01:08:07.128712872,Clothing,2,197.92,Credit Card,Store C
6184,974,2023-08-14 02:00:32.403240324,Toys,4,260.6,Cash,Store B
6185,934,2023-08-14 02:52:57.677767776,Electronics,1,10.41,Digital Payment,Store D
6186,1778,2023-08-14 03:45:22.952295228,Clothing,5,395.83,Cash,Store D
6187,121,2023-08-14 04:37:48.226822680,Furniture,8,133.45,Credit Card,Store B
6188,1409,2023-08-14 05:30:13.501350136,Groceries,1,409.19,Cash,Store B
6189,1638,2023-08-14 06:22:38.775877588,Groceries,7,136.49,Cash,Store C
6190,1062,2023-08-14 07:15:04.050405040,Toys,7,10.34,Digital Payment,Store C
6191,1365,2023-08-14 08:07:29.324932492,Electronics,7,81.64,Cash,Store A
6192,1008,2023-08-14 08:59:54.599459944,Furniture,1,492.91,Digital Payment,Store D
6193,925,2023-08-14 09:52:19.873987396,Toys,3,163.3,Cash,Store A
6194,645,2023-08-14 10:44:45.148514852,Toys,2,58.87,Cash,Store B
6195,714,2023-08-14 11:37:10.423042304,Electronics,5,63.79,Credit Card,Store B
6196,860,2023-08-14 12:29:35.697569756,Furniture,2,158.62,Credit Card,Store A
6197,21,2023-08-14 13:22:00.972097208,Electronics,5,23.63,Cash,Store A
6198,242,2023-08-14 14:14:26.246624660,Groceries,5,258.19,Cash,Store D
6199,455,2023-08-14 15:06:51.521152116,Clothing,4,110.8,Digital Payment,Store B
6200,963,2023-08-14 15:59:16.795679568,Groceries,7,262.06,Credit Card,Store A
6201,621,2023-08-14 16:51:42.070207020,Groceries,6,74.68,Credit Card,Store D
6202,303,2023-08-14 17:44:07.344734472,Toys,2,217.78,Cash,Store C
6203,1620,2023-08-14 18:36:32.619261924,Groceries,4,300.97,Digital Payment,Store C
6204,1619,2023-08-14 19:28:57.893789376,Furniture,7,35.69,Credit Card,Store D
6205,803,2023-08-14 20:21:23.168316832,Groceries,9,202.38,Cash,Store A
6206,964,2023-08-14 21:13:48.442844284,Furniture,9,154.75,Cash,Store D
6207,69,2023-08-14 22:06:13.717371736,Electronics,3,123.98,Cash,Store D
6208,1153,2023-08-14 22:58:38.991899188,Toys,1,304.24,Cash,Store A
6209,196,2023-08-14 23:51:04.266426640,Furniture,9,296.33,Cash,Store C
6210,140,2023-08-15 00:43:29.540954096,Groceries,8,317.2,Credit Card,Store D
6211,1468,2023-08-15 01:35:54.815481548,Toys,7,83.65,Credit Card,Store C
6212,283,2023-08-15 02:28:20.090009000,Toys,6,146.43,Digital Payment,Store D
6213,312,2023-08-15 03:20:45.364536452,Furniture,7,108.79,Cash,Store B
6214,746,2023-08-15 04:13:10.639063904,Furniture,9,272.55,Digital Payment,Store A
6215,1559,2023-08-15 05:05:35.913591360,Clothing,6,233.23,Cash,Store C
6216,1689,2023-08-15 05:58:01.188118812,Clothing,3,168.5,Cash,Store A
6217,277,2023-08-15 06:50:26.462646264,Toys,3,394.08,Cash,Store C
6218,61,2023-08-15 07:42:51.737173716,Clothing,4,51.52,Digital Payment,Store C
6219,1343,2023-08-15 08:35:17.011701168,Groceries,8,487.57,Cash,Store A
6220,1914,2023-08-15 09:27:42.286228620,Electronics,9,62.69,Digital Payment,Store D
6221,52,2023-08-15 10:20:07.560756076,Toys,8,387.67,Credit Card,Store D
6222,1880,2023-08-15 11:12:32.835283528,Electronics,2,187.27,Cash,Store B
6223,153,2023-08-15 12:04:58.109810980,Clothing,4,433.3,Digital Payment,Store C
6224,1773,2023-08-15 12:57:23.384338432,Furniture,4,41.71,Credit Card,Store A
6225,1335,2023-08-15 13:49:48.658865884,Toys,2,190.49,Cash,Store C
6226,1838,2023-08-15 14:42:13.933393340,Clothing,8,171.04,Credit Card,Store D
6227,544,2023-08-15 15:34:39.207920792,Groceries,3,496.61,Cash,Store A
6228,567,2023-08-15 16:27:04.482448244,Toys,2,492.85,Digital Payment,Store A
6229,1888,2023-08-15 17:19:29.756975696,Toys,7,98.95,Cash,Store C
6230,1413,2023-08-15 18:11:55.031503148,Furniture,1,316.82,Cash,Store B
6231,1572,2023-08-15 19:04:20.306030604,Toys,6,270.08,Digital Payment,Store D
6232,622,2023-08-15 19:56:45.580558056,Furniture,3,81.41,Digital Payment,Store D
6233,1201,2023-08-15 20:49:10.855085508,Clothing,3,88.05,Digital Payment,Store C
6234,1386,2023-08-15 21:41:36.129612960,Groceries,5,494.68,Cash,Store C
6235,314,2023-08-15 22:34:01.404140412,Groceries,3,229.1,Credit Card,Store B
6236,807,2023-08-15 23:26:26.678667864,Toys,4,67.27,Digital Payment,Store D
6237,848,2023-08-16 00:18:51.953195320,Toys,3,111.32,Credit Card,Store B
6238,97,2023-08-16 01:11:17.227722772,Clothing,7,137.83,Digital Payment,Store A
6239,881,2023-08-16 02:03:42.502250224,Furniture,3,257.9,Digital Payment,Store A
6240,1237,2023-08-16 02:56:07.776777676,Groceries,4,171.1,Cash,Store B
6241,829,2023-08-16 03:48:33.051305128,Furniture,2,230.23,Digital Payment,Store B
6242,137,2023-08-16 04:40:58.325832584,Clothing,2,87.42,Credit Card,Store C
6243,1030,2023-08-16 05:33:23.600360036,Groceries,9,166.73,Cash,Store D
6244,1011,2023-08-16 06:25:48.874887488,Groceries,1,39.81,Digital Payment,Store D
6245,109,2023-08-16 07:18:14.149414940,Electronics,1,445.41,Credit Card,Store D
6246,547,2023-08-16 08:10:39.423942392,Clothing,1,103.38,Cash,Store B
6247,1063,2023-08-16 09:03:04.698469848,Clothing,3,379.67,Credit Card,Store C
6248,662,2023-08-16 09:55:29.972997300,Electronics,2,178.03,Cash,Store C
6249,425,2023-08-16 10:47:55.247524752,Furniture,3,239.83,Cash,Store C
6250,630,2023-08-16 11:40:20.522052204,Electronics,5,149.17,Cash,Store B
6251,261,2023-08-16 12:32:45.796579656,Clothing,9,349.74,Digital Payment,Store B
6252,1450,2023-08-16 13:25:11.071107108,Furniture,2,423.05,Cash,Store C
6253,87,2023-08-16 14:17:36.345634564,Groceries,1,146.7,Digital Payment,Store B
6254,465,2023-08-16 15:10:01.620162016,Electronics,6,124.9,Digital Payment,Store A
6255,76,2023-08-16 16:02:26.894689468,Furniture,3,342.31,Digital Payment,Store D
6256,471,2023-08-16 16:54:52.169216920,Furniture,7,101.6,Digital Payment,Store D
6257,2000,2023-08-16 17:47:17.443744372,Furniture,6,321.72,Cash,Store D
6258,1987,2023-08-16 18:39:42.718271828,Electronics,7,51.74,Digital Payment,Store A
6259,414,2023-08-16 19:32:07.992799280,Groceries,5,311.97,Credit Card,Store C
6260,825,2023-08-16 20:24:33.267326732,Furniture,1,259.14,Credit Card,Store D
6261,895,2023-08-16 21:16:58.541854184,Electronics,3,61.38,Cash,Store B
6262,726,2023-08-16 22:09:23.816381636,Clothing,3,326.31,Digital Payment,Store A
6263,457,2023-08-16 23:01:49.090909088,Electronics,7,226.05,Credit Card,Store C
6264,1309,2023-08-16 23:54:14.365436544,Electronics,3,112.47,Credit Card,Store A
6265,1263,2023-08-17 00:46:39.639963996,Electronics,5,179.93,Digital Payment,Store D
6266,1701,2023-08-17 01:39:04.914491448,Furniture,4,248.59,Digital Payment,Store C
6267,1623,2023-08-17 02:31:30.189018900,Electronics,4,50.32,Cash,Store D
6268,653,2023-08-17 03:23:55.463546352,Clothing,7,479.02,Credit Card,Store C
6269,672,2023-08-17 04:16:20.738073808,Furniture,1,334.45,Cash,Store D
6270,1582,2023-08-17 05:08:46.012601260,Clothing,7,55.75,Credit Card,Store C
6271,1396,2023-08-17 06:01:11.287128712,Toys,8,412.32,Digital Payment,Store A
6272,495,2023-08-17 06:53:36.561656164,Electronics,3,164.66,Credit Card,Store C
6273,1648,2023-08-17 07:46:01.836183616,Furniture,3,300.42,Credit Card,Store C
6274,1943,2023-08-17 08:38:27.110711072,Furniture,4,142.19,Credit Card,Store A
6275,1069,2023-08-17 09:30:52.385238524,Electronics,6,368.04,Digital Payment,Store C
6276,1425,2023-08-17 10:23:17.659765976,Groceries,7,362.89,Digital Payment,Store A
6277,1271,2023-08-17 11:15:42.934293428,Groceries,1,278.26,Credit Card,Store D
6278,1640,2023-08-17 12:08:08.208820880,Clothing,4,124.26,Credit Card,Store D
6279,597,2023-08-17 13:00:33.483348332,Electronics,7,130.58,Digital Payment,Store D
6280,450,2023-08-17 13:52:58.757875788,Electronics,2,194.52,Digital Payment,Store C
6281,485,2023-08-17 14:45:24.032403240,Toys,1,76.78,Digital Payment,Store B
6282,646,2023-08-17 15:37:49.306930692,Groceries,1,172.14,Credit Card,Store B
6283,620,2023-08-17 16:30:14.581458144,Groceries,6,343.76,Cash,Store D
6284,1042,2023-08-17 17:22:39.855985596,Electronics,5,416.27,Cash,Store A
6285,1630,2023-08-17 18:15:05.130513052,Clothing,1,169.63,Digital Payment,Store C
6286,662,2023-08-17 19:07:30.405040504,Electronics,3,120.63,Cash,Store A
6287,758,2023-08-17 19:59:55.679567956,Clothing,7,417.16,Credit Card,Store C
6288,289,2023-08-17 20:52:20.954095408,Groceries,9,445.9,Cash,Store A
6289,1438,2023-08-17 21:44:46.228622860,Toys,9,207.96,Cash,Store D
6290,721,2023-08-17 22:37:11.503150316,Furniture,6,18.32,Cash,Store B
6291,638,2023-08-17 23:29:36.777677768,Groceries,3,349.01,Digital Payment,Store A
6292,235,2023-08-18 00:22:02.052205220,Clothing,1,393.1,Credit Card,Store D
6293,416,2023-08-18 01:14:27.326732672,Electronics,3,13.92,Digital Payment,Store B
6294,938,2023-08-18 02:06:52.601260124,Groceries,2,299.54,Cash,Store B
6295,499,2023-08-18 02:59:17.875787576,Toys,5,296.24,Digital Payment,Store B
6296,974,2023-08-18 03:51:43.150315032,Clothing,8,192.46,Credit Card,Store A
6297,634,2023-08-18 04:44:08.424842484,Electronics,5,376.13,Credit Card,Store A
6298,1674,2023-08-18 05:36:33.699369936,Furniture,1,216.95,Credit Card,Store B
6299,1020,2023-08-18 06:28:58.973897388,Clothing,3,340.0,Credit Card,Store A
6300,115,2023-08-18 07:21:24.248424840,Electronics,5,260.97,Cash,Store D
6301,932,2023-08-18 08:13:49.522952296,Furniture,7,127.99,Cash,Store C
6302,674,2023-08-18 09:06:14.797479748,Electronics,5,305.22,Cash,Store B
6303,1737,2023-08-18 09:58:40.072007200,Furniture,5,369.77,Cash,Store C
6304,1258,2023-08-18 10:51:05.346534652,Furniture,7,487.08,Cash,Store B
6305,1564,2023-08-18 11:43:30.621062104,Furniture,8,193.15,Digital Payment,Store C
6306,1035,2023-08-18 12:35:55.895589556,Electronics,8,36.91,Credit Card,Store B
6307,206,2023-08-18 13:28:21.170117012,Furniture,7,494.05,Cash,Store D
6308,1703,2023-08-18 14:20:46.444644464,Clothing,3,313.78,Credit Card,Store B
6309,247,2023-08-18 15:13:11.719171916,Toys,2,473.49,Credit Card,Store D
6310,1583,2023-08-18 16:05:36.993699368,Toys,1,56.39,Cash,Store B
6311,758,2023-08-18 16:58:02.268226820,Furniture,6,174.31,Cash,Store A
6312,1151,2023-08-18 17:50:27.542754276,Toys,9,71.3,Credit Card,Store C
6313,147,2023-08-18 18:42:52.817281728,Toys,3,418.58,Credit Card,Store D
6314,118,2023-08-18 19:35:18.091809180,Furniture,5,440.77,Credit Card,Store B
6315,1935,2023-08-18 20:27:43.366336632,Furniture,9,253.15,Digital Payment,Store A
6316,1406,2023-08-18 21:20:08.640864084,Clothing,9,97.37,Digital Payment,Store B
6317,412,2023-08-18 22:12:33.915391540,Groceries,7,67.92,Credit Card,Store C
6318,1688,2023-08-18 23:04:59.189918992,Electronics,4,296.14,Digital Payment,Store B
6319,1608,2023-08-18 23:57:24.464446444,Furniture,2,255.66,Credit Card,Store A
6320,363,2023-08-19 00:49:49.738973896,Furniture,2,348.92,Credit Card,Store B
6321,1533,2023-08-19 01:42:15.013501348,Toys,4,156.08,Cash,Store B
6322,137,2023-08-19 02:34:40.288028800,Clothing,1,204.17,Credit Card,Store D
6323,1199,2023-08-19 03:27:05.562556256,Toys,4,15.57,Cash,Store D
6324,1313,2023-08-19 04:19:30.837083708,Furniture,6,307.02,Cash,Store B
6325,958,2023-08-19 05:11:56.111611160,Furniture,6,214.46,Credit Card,Store B
6326,1505,2023-08-19 06:04:21.386138612,Toys,7,460.28,Digital Payment,Store A
6327,19,2023-08-19 06:56:46.660666064,Furniture,5,322.68,Credit Card,Store B
6328,195,2023-08-19 07:49:11.935193520,Groceries,9,202.35,Credit Card,Store C
6329,330,2023-08-19 08:41:37.209720972,Electronics,2,135.48,Digital Payment,Store D
6330,1960,2023-08-19 09:34:02.484248424,Electronics,2,453.12,Cash,Store C
6331,175,2023-08-19 10:26:27.758775876,Electronics,4,13.05,Digital Payment,Store B
6332,1002,2023-08-19 11:18:53.033303328,Groceries,4,166.82,Credit Card,Store A
6333,449,2023-08-19 12:11:18.307830784,Furniture,4,472.04,Credit Card,Store C
6334,1949,2023-08-19 13:03:43.582358236,Toys,1,328.75,Digital Payment,Store B
6335,946,2023-08-19 13:56:08.856885688,Clothing,4,268.7,Digital Payment,Store D
6336,1378,2023-08-19 14:48:34.131413140,Furniture,5,105.75,Digital Payment,Store B
6337,1523,2023-08-19 15:40:59.405940592,Groceries,9,417.52,Cash,Store D
6338,141,2023-08-19 16:33:24.680468044,Groceries,3,106.08,Digital Payment,Store A
6339,758,2023-08-19 17:25:49.954995500,Electronics,3,127.89,Credit Card,Store D
6340,1921,2023-08-19 18:18:15.229522952,Furniture,5,99.97,Digital Payment,Store B
6341,930,2023-08-19 19:10:40.504050404,Electronics,6,83.28,Credit Card,Store A
6342,93,2023-08-19 20:03:05.778577856,Clothing,3,476.89,Cash,Store D
6343,1968,2023-08-19 20:55:31.053105308,Electronics,1,303.01,Cash,Store D
6344,239,2023-08-19 21:47:56.327632764,Clothing,8,320.73,Digital Payment,Store C
6345,205,2023-08-19 22:40:21.602160216,Groceries,1,477.39,Credit Card,Store D
6346,560,2023-08-19 23:32:46.876687668,Electronics,2,119.13,Cash,Store B
6347,1457,2023-08-20 00:25:12.151215120,Electronics,3,7.93,Digital Payment,Store A
6348,245,2023-08-20 01:17:37.425742572,Toys,6,301.45,Cash,Store B
6349,832,2023-08-20 02:10:02.700270028,Groceries,4,256.38,Digital Payment,Store D
6350,1341,2023-08-20 03:02:27.974797480,Toys,4,241.44,Credit Card,Store B
6351,925,2023-08-20 03:54:53.249324932,Clothing,9,35.63,Digital Payment,Store C
6352,295,2023-08-20 04:47:18.523852384,Clothing,6,229.95,Credit Card,Store B
6353,640,2023-08-20 05:39:43.798379836,Groceries,2,147.34,Cash,Store A
6354,856,2023-08-20 06:32:09.072907288,Clothing,7,140.91,Credit Card,Store A
6355,1306,2023-08-20 07:24:34.347434744,Groceries,3,115.08,Credit Card,Store D
6356,17,2023-08-20 08:16:59.621962196,Clothing,9,169.6,Cash,Store A
6357,71,2023-08-20 09:09:24.896489648,Furniture,6,179.8,Credit Card,Store B
6358,1293,2023-08-20 10:01:50.171017100,Electronics,8,157.84,Credit Card,Store D
6359,1349,2023-08-20 10:54:15.445544552,Furniture,1,489.48,Digital Payment,Store B
6360,1818,2023-08-20 11:46:40.720072008,Groceries,2,466.7,Credit Card,Store C
6361,305,2023-08-20 12:39:05.994599460,Groceries,6,289.38,Digital Payment,Store B
6362,1475,2023-08-20 13:31:31.269126912,Furniture,3,490.62,Credit Card,Store A
6363,1031,2023-08-20 14:23:56.543654364,Electronics,1,495.64,Cash,Store A
6364,1338,2023-08-20 15:16:21.818181816,Electronics,6,181.19,Credit Card,Store C
6365,817,2023-08-20 16:08:47.092709268,Toys,5,225.37,Credit Card,Store D
6366,1127,2023-08-20 17:01:12.367236724,Clothing,9,479.74,Credit Card,Store A
6367,821,2023-08-20 17:53:37.641764176,Toys,6,306.27,Digital Payment,Store A
6368,193,2023-08-20 18:46:02.916291628,Electronics,5,110.4,Cash,Store A
6369,1777,2023-08-20 19:38:28.190819080,Furniture,1,346.24,Cash,Store C
6370,1598,2023-08-20 20:30:53.465346532,Clothing,1,106.84,Credit Card,Store C
6371,529,2023-08-20 21:23:18.739873988,Furniture,1,172.98,Credit Card,Store A
6372,171,2023-08-20 22:15:44.014401440,Toys,7,117.64,Digital Payment,Store D
6373,1561,2023-08-20 23:08:09.288928892,Groceries,6,126.27,Cash,Store A
6374,251,2023-08-21 00:00:34.563456344,Furniture,5,7.3,Credit Card,Store B
6375,1789,2023-08-21 00:52:59.837983796,Toys,4,440.95,Credit Card,Store B
6376,1411,2023-08-21 01:45:25.112511252,Toys,8,151.52,Cash,Store D
6377,1231,2023-08-21 02:37:50.387038704,Toys,8,47.76,Credit Card,Store A
6378,541,2023-08-21 03:30:15.661566156,Groceries,5,48.06,Credit Card,Store D
6379,1653,2023-08-21 04:22:40.936093608,Groceries,4,280.23,Cash,Store B
